commentId,"movieName","comment","sentenceSegment","wordSegment",star,"commenter","commentTime"
3955,NULL,NULL,NULL,"节奏 非常 好 的 喜剧 啊
很 厉害
真素孝 掉 大牙",1,NULL,NULL
3957,NULL,NULL,NULL,"同事 都 说 好笑
亲自 鉴定
一点 都 不 好笑
被 骗 了
什么 JB 玩意儿
看来 和 他们 真 不 是 一路 人",-1,NULL,NULL
3958,NULL,NULL,NULL,"一贯 不 喜欢 在 电影院 里 看 喜剧
我 从小 也 认为 不管 是 书 还是 电影 只有 以 悲剧 结尾 才 能 让 人 记得 长久
只有 足够 沉重 的 话 才 值得 我 进入 电影院 花费 这 几 个 小时
所以 看 的 时候 全程 都 比较 理性 的 在 看待 现在 的 商业 电影 套路
思考 整个 故事 的 架构
发现 影片 的 节奏 很 棒
几 场 约会 设计 都 很 有 新意
不过 有些 价值观 就 嗬嗬 了",0,NULL,NULL
3960,NULL,NULL,NULL,"挺 搞笑 的
夏洛特 烦恼 很多 角色 都 在",1,NULL,NULL
3961,NULL,NULL,NULL,"三 观 不 正 的 剧
除了 些 低俗 的 笑料 也 就 没有 什么 了",-1,NULL,NULL
3963,NULL,NULL,NULL,"中年 危机
中年 男人 婚内欲 出轨
各种 意淫
号称 为了 真 爱
最后 回归 家庭
强行 正三观
现在 电影 居然 爱好 这种 题材 哥们 义气 但是 蛮 重
艾伦 和 闫妮 挺 好 的
演技 在线",0,NULL,NULL
3964,NULL,NULL,NULL,"朋友 请客 于是 新年 第一 天 以 烂片 开场
请客 的 朋友 半 当中 觉得 太 难看 睡 着 了
有 几 处 是 可以 笑 的
如果 不 考虑 价值观 这 类 因素 影片 前 一 小时 可以 有 三 星
所以 不要 贪 长 啊 这种 电影 超过 90 分钟 都 尴尬",0,NULL,NULL
3965,NULL,NULL,NULL,"漏 哦
不过 笑时 还 挺 好笑 的",0,NULL,NULL
3966,NULL,NULL,NULL,"性 喜剧 片儿
雅俗 共 欣赏 呀",0,NULL,NULL
3967,NULL,NULL,NULL,"国产 喜剧 电影 不 是 很 尴尬
就 会 及格",0,NULL,NULL
3968,NULL,NULL,NULL,"类似 夏洛特 烦恼
但 还 不 如 夏",-1,NULL,NULL
3970,NULL,NULL,NULL,"新年 第一 天 和 爸爸 妈妈 姥姥 一起 看 了 这部 电影
全场 坐 满
本来 就 是 喜剧片
大家 一起 笑 就 感觉 更 好笑 了
哈哈 哈哈 哈哈哈 哈哈哈",1,NULL,NULL
3971,NULL,NULL,NULL,"不 知道 说 啥
觉得 有点 搞笑 的 悲哀
难道 现实 生活 中 这样 不在少数
嗬 嗬",-1,NULL,NULL
3972,NULL,NULL,NULL,"本片 通过
积极 帮助 好 基友 策划 及 隐瞒 出轨 来 宏扬 伟大 的 穿 一 条 裤子 长大 的 革命 友情
男主 扬言 韩国 妹子 是 一 次 久违 的 心跳 加速
但 表现 出来 的 却 是 相悖 的
矛盾 以及
毫无 中心 思想",-1,NULL,NULL
3973,NULL,NULL,NULL,"中年 男人 的 性 苦闷 与 性 幻想
配乐 相当 赞",1,NULL,NULL
3974,NULL,NULL,NULL,"电影院 有 个 女人 一直 咯 咯咯 不 停 地 笑 我 听 了 俩 小时 的 笑声",-1,NULL,NULL
3975,NULL,NULL,NULL,"喜剧 电影 可以 俗
但 不 能 烂 俗恶俗",-1,NULL,NULL
3976,NULL,NULL,NULL,"5
5
虽然 出轨 最终 的 回归 是 被迫
但 片子 整体 还是 直男癌 到 飞 起
大部分 笑点 无聊 至极
当然 过年 么
总归 要 有些 无 脑 的 屎尿屁 笑点 来 让 国民 乐嗬乐嗬",-1,NULL,NULL
3977,NULL,NULL,NULL,"看 得 我 好 尴尬",-1,NULL,NULL
3980,NULL,NULL,NULL,"居然 还 不错
原来 我 那么 low",1,NULL,NULL
3982,NULL,NULL,NULL,"跨年 看 的
总之 很 欢乐",0,NULL,NULL
3983,NULL,NULL,NULL,"开始 五 分钟 最 搞笑
嗬 嗬",-1,NULL,NULL
3985,NULL,NULL,NULL,"五 兄弟
一 开场 两 昏钟 最 帅 的 就屎 了 然后 肖央 的 颜值 撑 满 整 部 片子
对
没错
然后 就 车祸 现场 了 小沈阳 娘炮 变 直男 转型 力作
乔杉伪 娘炮 变 真 娘炮 转型 力作
闫妮 挺 适合 演 喜剧 的
轻车熟路
然后 就 没有 然后 了",0,NULL,NULL
3986,NULL,NULL,NULL,"还 行 啊",1,NULL,NULL
3987,NULL,NULL,NULL,"一 星 给 美女 一 星 给 好 哥们 一星 给 有趣 的 经历",0,NULL,NULL
3988,NULL,NULL,NULL,"听说 票房 很 高 去 看
最近 院线 有点 捉 急
笑点 还 可以 但是 不 够 多
剧情 很 直 男癌
就 马马虎虎 吧",0,NULL,NULL
3990,NULL,NULL,NULL,"乱 搞 又 不怎么 好笑
结尾 收 得 莫名其妙",-1,NULL,NULL
3993,NULL,NULL,NULL,"几乎 都 是 下 三 路 笑点
太 低级
严重 物化 女性
不 带 脑子 去 看
娱乐 下 还 行",-1,NULL,NULL
3994,NULL,NULL,NULL,"没 那么 有意思
白 瞎 了 这么 多 喜剧 演员",0,NULL,NULL
3995,NULL,NULL,NULL,"真正 的 恶魔
正是 无限 膨胀 的 民意
是 坚信 自己 是 善人
对 落入 阴沟 的 肮脏 野狗 进行 群殴 的 善良 的 市民",1,NULL,NULL
4004,NULL,NULL,NULL,"城西 银泰
虽然 三 观 有点 不 正
但 作为 贺岁片 在 影院 里 乐嗬乐嗬 还是 可以
笑 完 就 丢 的 电影",0,NULL,NULL
4005,NULL,NULL,NULL,"挺 好 玩儿 的",1,NULL,NULL
4006,NULL,NULL,NULL,"还 蛮 搞笑 的",0,NULL,NULL
4008,NULL,NULL,NULL,"对 肖央 有点 失望
两 分 给 变 美 的 闫妮 和 变帅 的 小沈阳",-1,NULL,NULL
4009,NULL,NULL,NULL,"还 不错
贯穿 始终 最后 大约 是 黄粱一梦 吧",1,NULL,NULL
4011,NULL,NULL,NULL,"直男癌 垃圾
这 不 叫 电影
谢谢
一 星 给 闫妮",-1,NULL,NULL
4012,NULL,NULL,NULL,"虽然 搞笑
但是 感觉 三 观 好 歪曲
而且 尺度 真 的 蛮 low 的",-1,NULL,NULL
4014,NULL,NULL,NULL,"一个 完整 的 故事
毕竟 大学 的 时候 我 也 和 我 一 女性 朋友 说 过 以后 你 出轨 我 帮 你 瞒 着 你 老公 这样 的 话 呢
",0,NULL,NULL
4017,NULL,NULL,NULL,"意淫 了 两 个 小时
只 是 一点点 好笑 而 已",0,NULL,NULL
4018,NULL,NULL,NULL,"看 的 抢版 不 知道 是否 影响 喜剧 效果
三星 吧",0,NULL,NULL
4020,NULL,NULL,NULL,"三 观 不 正 但 还 挺 好笑",-1,NULL,NULL
4022,NULL,NULL,NULL,"很多 梗",1,NULL,NULL
4024,NULL,NULL,NULL,"导演 你 意淫 就 意淫 吧
最后 还 非得 为了 政治 正确 让 男主 回归 家庭
咱 能 拍 得 真 点 吗
也 是 一个 被 阉割 的",-1,NULL,NULL
4026,NULL,NULL,NULL,"真的 不 知道 这种 靠 黄段子 撑 着 的 电影 还 会 有 多少
完全 不 知道 要 表达 什么 价值观
非常 难看",-1,NULL,NULL
4027,NULL,NULL,NULL,"看 得 下去
这 在 国产 电影 里 已经 算是 难得 的 了",0,NULL,NULL
4028,NULL,NULL,NULL,"有 那么 可笑 吗",0,NULL,NULL
4029,NULL,NULL,NULL,"一个 人 男人 有 这么 一 帮 狐朋狗友 也 是 醉 了",0,NULL,NULL
4033,NULL,NULL,NULL,"挺 真实 的
只是 难以 接受 罢了",0,NULL,NULL
4037,NULL,NULL,NULL,"本 想 约 个 炮
你 却 走 了 心
故事 告诉 我们 当 女性 抱 着 约炮 目的 无条件 容忍 只 为了 达到 目的 有 多 可怕",1,NULL,NULL
4038,NULL,NULL,NULL,"已婚 中年 猥琐 男 的 样子",0,NULL,NULL
4039,NULL,NULL,NULL,"恶俗
知道 个 接 发 不错 的 地方 想 推荐 给 女主",-1,NULL,NULL
4040,NULL,NULL,NULL,"没 怎么 爆笑
终极 预告 里 很多 镜头 都 没 在 成片 里
被 骗 了
算 比较 轻松 的 喜剧
9
7
两 张",0,NULL,NULL
4043,NULL,NULL,NULL,"我 的 感觉 是 这个 电影 是 价值观 很 奇怪
但是 拍 的 故事 剧情 还是 很 连贯 的",1,NULL,NULL
4044,NULL,NULL,NULL,"虽然 笑料 比较 多
但是 男人 出轨 真的 太 可恨 了
感觉 艾伦 演 的 不错",0,NULL,NULL
4045,NULL,NULL,NULL,"有些 点 还 挺 搞笑",0,NULL,NULL
4046,NULL,NULL,NULL,"笑点 挺 足",1,NULL,NULL
4048,NULL,NULL,NULL,"直男癌 电影
无论 你 在 外面 怎么 浪
你 还是 要 回家 我 去 你 妈 的",-1,NULL,NULL
4049,NULL,NULL,NULL,"我们 在 南京",1,NULL,NULL
4050,NULL,NULL,NULL,"搞笑 是 搞笑 了
可是 里面 的 爱情 观 真 的 对 吗
虽然 结尾 表示 回归 家庭
还是 家里 好
可是 毕竟 他 打算 肉体 出轨 了
而且 认定 自己 精神 出轨 了
很 不 满意
这 男人 怎么 就 耐 不 住",0,NULL,NULL
4051,NULL,NULL,NULL,"典型 直男癌",-1,NULL,NULL
4054,NULL,NULL,NULL,"肖央 是 个 好 演员
clara 很 漂亮
一 分
这 大概 算是 一 部 集成 的 小品 吧
最后 很多 情节 有些 拖沓
原本 不 会 看 这 类 题材 的 电影
被 朋友 拉 去
倒是 多 了 分 惊喜
一 分",-1,NULL,NULL
4055,NULL,NULL,NULL,"坐 在 电影院 看 这 几 个 男人 觉得 简直 瞎 了 我 的 狗眼
只有 闫妮 的 演技 和 风情 万 种 还 能 安抚 下 我 受伤 的 心",-1,NULL,NULL
4056,NULL,NULL,NULL,"全程 冷场",-1,NULL,NULL
4059,NULL,NULL,NULL,"极其 辣鸡",-1,NULL,NULL
4060,NULL,NULL,NULL,"没有 太 大 惊喜
还 行",1,NULL,NULL
4061,NULL,NULL,NULL,"主题 比较 cliche
闫妮蜜汁 美丽",0,NULL,NULL
4062,NULL,NULL,NULL,"恶俗 的 中年 婚姻 出轨
想方设法 求 外遇
恶俗 的 搞笑 桥段
这种 题材 也 能 上映
证明 广电 越来越 宽容 了",-1,NULL,NULL
4063,NULL,NULL,NULL,"有的 梗 挺 好笑 的
就 是 剧情 不 是 很 给力
有的 桥段 看 的 我 云里雾里",0,NULL,NULL
4064,NULL,NULL,NULL,"合格 吧
有点 尴尬",0,NULL,NULL
4066,NULL,NULL,NULL,"三 观 不 正 又 怎么样
已婚 中年 大叔 脑子 里 不 就 这个 吗
为什么 说 不 愿意 早 结婚
你 伺候 完 了 老 的 小 的 辛辛苦苦 好多 年
最后 告诉 你 我 才 发现 我 想 要 激情
都 玩 够 了 都 体会 过 了 最后 知道 自己 要 什么
不 是 很 好 吗
不过 话说 回来
我 特 讨厌 肖央 这 片 还是 挺 搞笑 的",0,NULL,NULL
4067,NULL,NULL,NULL,"不 喜欢 拿 低俗 当 搞笑 的 电影",-1,NULL,NULL
4068,NULL,NULL,NULL,"笑点 还 好 只是 没有 惊喜",-1,NULL,NULL
4069,NULL,NULL,NULL,"一 情节 扯淡
二 传达 的 什么 价值观 啊
整 部 剧 都 是 一个 生活 没 趣味 的 中年 男人 对 一个 年轻 女孩 的 意淫",-1,NULL,NULL
4070,NULL,NULL,NULL,"以后 少 拍 点 这种 电影 吧",-1,NULL,NULL
4071,NULL,NULL,NULL,"从 电影 本身 出发 还是 挺 搞笑 的",1,NULL,NULL
4073,NULL,NULL,NULL,"搞笑 是 有的
也 只 剩下 搞笑 了 PS
乔杉 只要 一 出场 就 要 跟 大 保健 联系 在 一起 了",0,NULL,NULL
4074,NULL,NULL,NULL,"电影 给 三 星
克拉拉 再 给 一 星
没 看 完 就 已经 意料 到 豆瓣 上 一 堆 喷 直男癌 的
然而 不过 就是 一个 喜剧片
乐乐 就 够 了
别 把 影视剧 往 自己 生活 里 硬套
有用 吗
所谓 出轨 男女 都 行 啊
不过 就是 没 人 拍 女性 出轨 片么
这 怪 谁",1,NULL,NULL
4075,NULL,NULL,NULL,"2017
1
6",0,NULL,NULL
4078,NULL,NULL,NULL,"笑果 是 很 接 地气 的
但 还是 作出 了 价值 判断
如果 能 大大方方 承认 男人 的 虚伪 与 懦弱 会 增色 不少
想 讽刺 又 想 捧 臭 脚 的 态度 太 暧昧",-1,NULL,NULL
4079,NULL,NULL,NULL,"我 知道 有人 肯定 要 说 浪子 回头 金不换
老婆 都 原谅 了 他 关 你 屁事
浪 你 麻痹
换 成 他 老婆 找 小狼 狗浪 完 了 想 回头
看看 这个 恶心 吧 啦 的 社会 愿不愿意 接受 吧
直男癌 去 死",-1,NULL,NULL
4080,NULL,NULL,NULL,"优点
笑点 自然 不俗 套
不 咯吱 人
细节 精致
不 糊弄
缺点
仨女性 角色 几乎 看 不 出 个 明确 的 心理 变化
有些 生硬
总之
很 值得 一 看",1,NULL,NULL
4084,NULL,NULL,NULL,"我 觉得 算是 国产 片子 里 不错 的 了
演员 演技 很 到位
配乐 不错
笑料 不 生硬",1,NULL,NULL
4086,NULL,NULL,NULL,"可能 是 近期 少数 没有 避开 的 烂片 了 吧
看 片子 头脑 要 清醒
选 片子 一定 要 看 豆瓣 评分
请 坚持 自己 的 选片 想法 不要 动摇
我 不 想 评价 片子
再见",-1,NULL,NULL
4087,NULL,NULL,NULL,"一 群 失去 生活 激情 的 中年 男人 的 意淫
笑 是 笑 了 但 没什么 意义",-1,NULL,NULL
4090,NULL,NULL,NULL,"笑点 很 莫名其妙
三观 有 不 正 之 嫌
模仿 宿醉 较 明显",-1,NULL,NULL
4091,NULL,NULL,NULL,"在 大冶 看 的",1,NULL,NULL
4097,NULL,NULL,NULL,"挺 搞笑",1,NULL,NULL
4098,NULL,NULL,NULL,"笑归笑
三 观 还是 要 严肃 对待 好 伐",-1,NULL,NULL
4099,NULL,NULL,NULL,"整体 高于 心理 预期
剧情 转变 突兀 不合 逻辑 是 硬伤
最后 掰 回来 的 太 生硬
想 要 表达 的 效果 做 出来 了
也 很 搞笑
作为 一 部 翻 拍 电影 还是 不够 合格
剧情 类似 夏洛特 烦恼
但 看到 最后
我 没有 看 完 夏洛特 烦恼 的 呢种 回味
看 着 克拉拉 那么 美 各种 秀
贼 难受",0,NULL,NULL
4100,NULL,NULL,NULL,"掌柜 的 每个 look 都 太太 太 美 了",-1,NULL,NULL
4101,NULL,NULL,NULL,"真的 觉得 我们 国家 也 应该 弄 个 电影 分级 制度
标个 适合 年龄段 最 好 了
要 不和 不对 的 人 一起 或是 在 不对 的 年龄 看 这个 片子 都 会 很 尴尬
① 我 觉得 里面 的 歌 都 挺 合 时宜 的 ② 去 哪里 找 那么 志同道合 的 哥们 呀
太 仗义 了 ③ 弄巧成拙 的 乌龙 反而 都 成功
太 高 能 了
④ 令 人 讨厌 的 猥琐 的 直男癌 反而 看 的 很 愉悦",1,NULL,NULL
4102,NULL,NULL,NULL,"跟 凯哥 一起 看 的 渣男 的 心路 历程 渣男 居然 会 觉得 自己 很 委屈 笑果 不错 希望 凯哥 不要 变 渣",0,NULL,NULL
4103,NULL,NULL,NULL,"还是 挺 搞笑 的",1,NULL,NULL
4104,NULL,NULL,NULL,"看 这个 片子 我 笑 了
但是 没 做到 让 我 捧 腹
没 让 我 开怀
没 让 我 肆无忌惮
所以 真 一般",-1,NULL,NULL
4105,NULL,NULL,NULL,"好看
特别 对 我 胃口
真正 的 喜剧 就 应该 是 不经意 的 巧合
制造 的 笑点
所有 的 包袱 都 合理 合情
不 做作 不 恶 搞
好好好",1,NULL,NULL
4109,NULL,NULL,NULL,"有 笑点
有点 尴尬",0,NULL,NULL
4111,NULL,NULL,NULL,"蛮 搞笑 的
不要 上纲 上线 想 太 多
开心 就 好 啦",0,NULL,NULL
4112,NULL,NULL,NULL,"看 得 叫 人 尴尬
硬是 要 掰 回来 的 结尾 都 难以 自圆其说",-1,NULL,NULL
4113,NULL,NULL,NULL,"请 不要 带 小孩 来 观看 这部 电影",0,NULL,NULL
4117,NULL,NULL,NULL,"也 没 觉得 全程 无 尿点 啊 前面 还有 笑点
后面 就 觉得 一般 吧 就 有 两 个 困惑
一个 是 结局 为啥 不 离婚
一个 是 为啥 叫 情圣
我 还 以为 主演 是 闫妮 了 被 海报 骗 了 系列 ┐ ´ ┌ 直男癌 去 死去 死",0,NULL,NULL
4120,NULL,NULL,NULL,"嗬 嗬 哒
男人 的 yy",-1,NULL,NULL
4125,NULL,NULL,NULL,"看 完 就 会 忘",0,NULL,NULL
4127,NULL,NULL,NULL,"前 半 段 很 好笑
后 半 段 什么 鬼
尴尬 癌犯 的 我 想 提前 离场",-1,NULL,NULL
4128,NULL,NULL,NULL,"抛开 那 不 知道 歪 到 哪里 去 的 三 观
这 片子 还 算 一般
最后 也 不 知道 这 到底 是 男主 的 一 腔意
yin
还是 真实 发生
闫妮 很 漂亮
男 主意
yin
对象 很 整容 脸
嗯
没 了",-1,NULL,NULL
4129,NULL,NULL,NULL,"一 部 合格 的 喜剧片 但 不 是 合格 的 电影
老实说 充斥 着 足够 多 的 笑料 但 却 没有 把 故事 讲 好
前后 之间 有点 凌乱
结局 不 明朗
留白 太 多",-1,NULL,NULL
4130,NULL,NULL,NULL,"笑点 密集",1,NULL,NULL
4132,NULL,NULL,NULL,"喜剧 效果 是 挺 好
演技 也 不错
可是 电影 三 观 如此 扭曲
两 颗 星 不 能 更 多 啦",-1,NULL,NULL
4133,NULL,NULL,NULL,"有点 逗
有点
三 观 不 正",-1,NULL,NULL
4134,NULL,NULL,NULL,"全程 看 的 不 跳 戏
从头到尾 有 笑点
不 说 三 观 正 不 正
现实 中 很多 中年男 就 是 这样
大概 就 是 每个 人 都 会 有 红 玫瑰 与 白 玫瑰 的 想法 吧
难得 的 演员 演技 都 在线
虽然 故事 不 深刻
但是 笑料 都 不 套路
个人 给 9分",1,NULL,NULL
4137,NULL,NULL,NULL,"无聊",-1,NULL,NULL
4138,NULL,NULL,NULL,"比 周星驰 版差 很多
那 可 是 我 看 星爷 的 第一 部",0,NULL,NULL
4141,NULL,NULL,NULL,"物欲横流 的 世界 里
只有 棋 逢 对手 才 不 会 输 得 狼狈 不堪 啊",0,NULL,NULL
4142,NULL,NULL,NULL,"近期 看 过 最 好笑 的 电影 哈哈哈",1,NULL,NULL
4143,NULL,NULL,NULL,"俗 的 让 我 不 想 笑",-1,NULL,NULL
4144,NULL,NULL,NULL,"三 观 不 正
不 建议 观看",0,NULL,NULL
4145,NULL,NULL,NULL,"虽然 片名 比较 雷
中间 有些 桥段 也 让 人 屡 感 尴尬
但 相比 同 档期 其它 电影
这部 还是 可以 一 看 的
蛮 欢乐
看都市 男女 如何 演绎 食色性 也
温馨 提示
勿 带 孩子 观看",0,NULL,NULL
4146,NULL,NULL,NULL,"这 不 是 电影
这 是 欢乐 喜剧 人 的 一个 超长 小品
可是 包袱 还是 庸俗 老套
小品 两 星",-1,NULL,NULL
4147,NULL,NULL,NULL,"太 烂 了
一点 都 不 好笑
还 弄 个 韩国 假 胸演 女神",-1,NULL,NULL
4149,NULL,NULL,NULL,"有点儿 有意思
但 我 最 怕 故事 讲 不 圆",0,NULL,NULL
4151,NULL,NULL,NULL,"跟 女朋友 去 看 的
她 笑 的 开心",1,NULL,NULL
4153,NULL,NULL,NULL,"中年 油腻 直男癌
后面 一 大哥 的 笑声 很 搞笑",-1,NULL,NULL
4156,NULL,NULL,NULL,"作为 国产 喜剧片
还是 合格 的",1,NULL,NULL
4157,NULL,NULL,NULL,"中年 男人 yy 记
亮点 竟是 那 只 叉子",-1,NULL,NULL
4158,NULL,NULL,NULL,"老掉牙 的 笑点
全程 在 看 球
后面 的 小孩子 很 不解
粑粑 为什么 那个 人 跟 这个 女 的 一起 睡 他 老婆 呢",-1,NULL,NULL
4160,NULL,NULL,NULL,"今年 最 好笑 的 喜剧
尺度 比 以往 更 大 一些
全场 爆笑 不 停
编剧 也 太 坏 了
太 坏 了
太 坏 了
老 男孩 肖央 真 不错
有 喜剧 天赋
情圣 改编 自 吉恩 • 怀尔德 1984年 的 喜剧 电影 红衣 女郎
追根溯源
再 早 还有 法国 原版 的 大象 骗人
从 欧洲 到 美国
再 到 中国
时间 跨越 40 年
相似 的 故事
可以 毫无 违和感",1,NULL,NULL
4163,NULL,NULL,NULL,"笑点 是 有的
除了 男主 演 其他 演 的 也 都 挺 好
就 是 这么 一 部 直男癌 的 电影 竟然 还是 和 男朋友 一起 看
简直 想 摔 桌子 走人
什么 狗屁 价值观",-1,NULL,NULL
4165,NULL,NULL,NULL,"三 观 虽 不 正
烂 梗 一 箩筐
但 就 图一乐
笑点 还 挺 多",-1,NULL,NULL
4168,NULL,NULL,NULL,"中年 男人 危机 系列
有 几 个 狐朋狗友 一起 撺掇",0,NULL,NULL
4169,NULL,NULL,NULL,"期望 不 高 反而 不错",0,NULL,NULL
4171,NULL,NULL,NULL,"三 观 不 正 的 一 部 电影
不 知道 怎么 过 审 的",0,NULL,NULL
4172,NULL,NULL,NULL,"好看
但 也 没 那么 出彩",1,NULL,NULL
4175,NULL,NULL,NULL,"还 蛮 好看 的
虽然 是 浮夸 的 类型
没 让 人 感觉 是 浮夸 的 电影
搞 笑点 是 真 的",1,NULL,NULL
4176,NULL,NULL,NULL,"全程 笑 喷
我 朝 的 中年 危机 啥 时候 能 拍 成 韩国 那么 美 啊",0,NULL,NULL
4178,NULL,NULL,NULL,"比 一般 的 烂片 要 强
能 笑 能 跳
开心 就 好",0,NULL,NULL
4179,NULL,NULL,NULL,"一个 中年 男人 的 意淫 之 旅
还 蛮 好笑 的",0,NULL,NULL
4180,NULL,NULL,NULL,"笑点 挺 多 的",0,NULL,NULL
4181,NULL,NULL,NULL,"看 的 点映场
全场 其他人 都 在 笑
真的 不 知道 笑 什么
传递 的 什么 破 价值观
男 的 在 外面 随便 玩
只要 最后 能 回家 就 行
嗬 嗬",-1,NULL,NULL
4183,NULL,NULL,NULL,"女 主角 很 漂亮 啊",1,NULL,NULL
4184,NULL,NULL,NULL,"全剧 爆笑",1,NULL,NULL
4185,NULL,NULL,NULL,"笑 中 带有 无奈
应该 从 哪个 角度 看待 此 部 电影 呢",1,NULL,NULL
4186,NULL,NULL,NULL,"还 行 吧
给 个 中庸
主要 我 不大 喜欢 这种 类型 的 片子",0,NULL,NULL
4188,NULL,NULL,NULL,"等到 年底 总算 来 了 部 不错 的 喜剧",1,NULL,NULL
4189,NULL,NULL,NULL,"忽略 掉 烂 到 不行 的 片名
笑点 很多
演员 表演 到位
没有 尴尬 的 出戏感
中年 危机 的 蠢蠢欲动
最后 回归 家庭 平淡 是 珍
但 总 觉得 三 观 有点 不 正
好像 男人 到 中年 对 本身 很 好 的 妻子 没 了 新鲜感 就 该 出轨 玩 一 玩
狐朋狗友 间 的 包庇 居然 还 还 染 上 了 义气 的 色彩",0,NULL,NULL
4190,NULL,NULL,NULL,"意外 的 很 好看
前段 时间 才 说 国产 片 豆瓣 恶评 太 多
我 站 豆瓣
现在 我 站 国产
笑点 不 像 以前 的 国产 喜剧 一样 恶俗 刻意
很 合适 接 地气
男主 演技 也 很 不错
意外 圈粉
一些 画面 拍摄 浪漫
插曲 不错
必须 五 星
支持 国产
梦想 还是 要 有的",1,NULL,NULL
4192,NULL,NULL,NULL,"女性 被 物化
男主 对 yoyo 是 情欲 对 老婆 是 愧疚
小沈阳 说 不 能 没 老婆 只是 作 戏 最后 依然 勾 搭 妹子
大艾 听到 马丽莲 叫 大 瀚 以后 直接 被子 都 没 给 她 盖 就 走 了
唯一 相信 一见钟情 爱情 的 老二 死 了",-1,NULL,NULL
4195,NULL,NULL,NULL,"标记 完全 就 是 为了 说 一 句
垃圾
三 观 不 正",-1,NULL,NULL
4197,NULL,NULL,NULL,"好笑 就 行 了",1,NULL,NULL
4199,NULL,NULL,NULL,"夏洛特 烦恼 二",1,NULL,NULL
4201,NULL,NULL,NULL,"还 可以
挺逗 的
闫妮 绝对 性感 啊
嗬 嗬",1,NULL,NULL
4202,NULL,NULL,NULL,"结尾 扭 得 太 不 自然
无法 颠覆 形成 的 人设 印象
非常 讨厌 直男癌",-1,NULL,NULL
4204,NULL,NULL,NULL,"很 不错 的 演员 阵容
笑料 也 很 足
看到 4 人 组
想到 了 自己 兄弟 们
哈哈 哈哈",1,NULL,NULL
4205,NULL,NULL,NULL,"有些 地方 还是 蛮 搞笑 的
但是 最后 剪辑 的 有点 乱
分 不 出来 肖央 是 从 哪里 开始 做梦 的
主要 是 看 了 这个 片子 以后 不知所云
没有 内容
为了 搞笑 而 搞笑
故事 不 够 完整
觉得 还是 夏洛特 烦恼 更 好 一点
有 内容",0,NULL,NULL
4206,NULL,NULL,NULL,"没 看 之前 有 传言 说 和 夏洛特 差不多
看 过 我 只 想 说 和 夏洛特 比 差 了 100 个 泰囧 好 么
笑点 实在 不 高
最后 一个 春梦 着实 是 了无 痕 了
在 烂片 里 的 还是 不错 的",-1,NULL,NULL
4207,NULL,NULL,NULL,"太 无 脑 娱乐 了
看 这个 比较 浪费 时间
真的 不 推荐",-1,NULL,NULL
4210,NULL,NULL,NULL,"以往 看 完 可能 会 大骂 庸俗 啥 下三滥 玩意
现在 却 只 会 嗤之以鼻",-1,NULL,NULL
4214,NULL,NULL,NULL,"挺 好看 的
只是 从 优优 日程表 那边 往后 还有 去 泰国 那段 开始 情节 松散
不如 前 半 段 剧本 好笑 精巧
总体 还是 不错 的",1,NULL,NULL
4216,NULL,NULL,NULL,"至少 我 看 笑 了
演员 演技 集体 在线
新年 乐一乐
蛮 好 的",0,NULL,NULL
4217,NULL,NULL,NULL,"凭 什么 男人 在 外 玩 一 圈 后 发现 还是 自家 的 好
回归 家庭
女人 就 得 接受 呢
一 部 中年 男人 的 意淫 以及 花式 浪 的 教科书
这样 的 设定 真特么 恶心
直接 让 他 滚 吧",-1,NULL,NULL
4220,NULL,NULL,NULL,"很 搞笑",0,NULL,NULL
4221,NULL,NULL,NULL,"比较 真实",0,NULL,NULL
4224,NULL,NULL,NULL,"虽然 故事 没什么 逻辑性
但是 作为 爆米花 电影 是 合格 的",1,NULL,NULL
4225,NULL,NULL,NULL,"中年 危机
回归 家庭 的 老 套路",0,NULL,NULL
4226,NULL,NULL,NULL,"还 行
就 是 节奏 有点 差
感觉 拖沓",-1,NULL,NULL
4229,NULL,NULL,NULL,"那个 模特 挺 漂亮 的",0,NULL,NULL
4230,NULL,NULL,NULL,"居然 有人 大言不惭 地 说 看 电影 管 什么 三观
现在 真是 林子 大 了 什么 人 都 敢 出来 瞎蹦跶",-1,NULL,NULL
4231,NULL,NULL,NULL,"笑点 不断",1,NULL,NULL
4232,NULL,NULL,NULL,"三 观 不 正",0,NULL,NULL
4234,NULL,NULL,NULL,"导向 不对 吧",-1,NULL,NULL
4236,NULL,NULL,NULL,"爆米花 式 电影
不宜 过 脑
只 为 一 乐",0,NULL,NULL
4239,NULL,NULL,NULL,"还有 那么 点老套",0,NULL,NULL
4240,NULL,NULL,NULL,"年轻 姑娘 真 好看",0,NULL,NULL
4243,NULL,NULL,NULL,"主角 演技 输 所有 配角
女主 整 得 太 假
这种 水平 的 搞笑 完全 提 不 起 兴趣
不 是 有 傻逼 相亲 对象 私自 买 票 我 想 我 也 不 会 浪费 时间 看 这种 片
有 一星 给 艾伦
还有 一 星 给 常贱 那个 角色",0,NULL,NULL
4244,NULL,NULL,NULL,"价值观 不符",-1,NULL,NULL
4245,NULL,NULL,NULL,"没有 看 懂
从头到尾 是 做梦
哪里 开始 是 真 的",-1,NULL,NULL
4246,NULL,NULL,NULL,"直男癌 去 死
浪费 时间",-1,NULL,NULL
